2,8,34,38,47,51
4,11,19,25,37,55
1,19,41,46,48,55
5,15,28,32,38,54
5,22,30,32,33,36
1,2,14,28,40,51
8,9,32,52,53,57
7,29,38,40,44,52
8,11,22,25,26,36
19,26,39,45,46,56
